,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,comments
272,False,26-100,True,True,Yes,Yes,No,No,Yes,Somewhat difficult,Physical health,No,False,Maybe,True,False,9.0,3.0,,,,,,,,,True,True,Some did,"No, I only became aware later",None did,None did,Sometimes,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,9.0,1.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Possibly,True,No,Rarely,Often,Maybe,3,Yes,Maybe,False,,,4,"Yes, I experienced",No,2,32,male,Brazil,,,Brazil,,
273,False,More than 1000,False,True,No,No,No,No,I don't know,I don't know,Physical health,Maybe,True,No,False,False,6.0,6.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,6.0,6.0,Yes,Yes,,,Attention Deficit Hyperactivity Disorder,Yes,True,Yes,Sometimes,Often,,8,Yes,No,False,,,3,No,"Yes, I experienced",4,41,Male,Brazil,,,Brazil,,"I told about my tdah condition. It was received naturally. , Understand each case and seek the best options. , ."
274,False,More than 1000,False,True,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,False,Maybe,False,False,6.0,6.0,,,,,,,,,False,,,,,,,,,,,,,,,Possibly,,,"Personality Disorder (Borderline, Antisocial, Paranoid, etc), Stress Response Syndromes, Anxiety Disorder (Generalized, Social, Phobia, etc)",,No,False,No,Sometimes,Sometimes,No,6,No,No,False,,,6,No,Maybe/Not sure,2,27,F,Brazil,,,Brazil,,"Home office, life quality"
275,True,,,,,,,,,,,,,,,,,,False,"Yes, I know several","No, because it doesn't matter",I'm not sure,"No, because it doesn't matter",I'm not sure,Yes,26-50%,False,,,,,,,,,,,,,,,Possibly,,,"Stress Response Syndromes, Anxiety Disorder (Generalized, Social, Phobia, etc), Eating Disorder (Anorexia, Bulimia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder, Personality Disorder (Borderline, Antisocial, Paranoid, etc)",,Possibly,False,I don't know,Sometimes,Often,No,3,No,No,False,,,3,I've always been self-employed,Maybe/Not sure,3,19,female,Indonesia,,,Indonesia,,"-, -"
276,False,500-1000,True,True,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,True,False,7.0,3.0,,,,,,,,,True,True,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,False,7.0,3.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Possibly,True,I don't know,Rarely,Often,No,9,Yes,Yes,False,,,6,Maybe/Not sure,"Yes, I experienced",3,27,Male,United States of America,California,White,United States of America,California,"I told my manager I was going to therapy. He was supportive, and didn't spread the information without considering my feelings. He made sure I knew what the boundaries were so I didn't put him in a position where he would have to tell our management team., I told my coworker that I was going to therapy for anxiety, and I told that same coworker my therapist had been suggestion I might have Generalized Anxiety Disorder. He was mostly supportive. He did seem surprised that I was suffering and tried to comfort me., I had told my soon to be engineering manager that I had a lot of anxiety and had been stressing myself out to the point of not being able to produce anything anymore. He encouraged me to relax and take time off. This was before I started therapy, so it seemed to be a one off thing for them, even though I knew it wasn't the first tim.e, Make psychological safety more important than producing results, and take time to check in with employees to see if they need help or breaks. "
277,True,,,,,,,,,,,,,,,,,,False,"No, I don't know any","No, because it would impact me negatively",Negatively,"Sometimes, if it comes up",I'm not sure,Unsure,,False,,,,,,,,,,,,,,,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder, Personality Disorder (Borderline, Antisocial, Paranoid, etc), Obsessive-Compulsive Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc)",,Possibly,False,I don't know,Rarely,Sometimes,Maybe,4,No,Maybe,False,,,6,"Yes, I observed",No,2,31,Male,Brazil,,,Brazil,,"., Supportive talks, ."
278,True,,,,,,,,,,,,,,,,,,False,"Yes, I know several","Sometimes, if it comes up",Negatively,"Sometimes, if it comes up",I'm not sure,Yes,1-25%,True,True,Some did,"No, I only became aware later",None did,None did,Sometimes,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,2.0,2.0,No,,,,,Yes,True,No,Not applicable to me,Not applicable to me,Yes,6,Maybe,No,False,,,1,"Yes, I observed",No,1,25,Female,South Africa,,,South Africa,,"I told my coworker that I was going through depression and that he was very supportive of the medication that I was undertaking at that time., Did not speak of it clearly but left slight hints in the conversations we would have during lunch or short breaks, The person was layed off the company stating rubbish reasons, Make sure that the person is not burdened with too much work and the expectations are set real while helping him grow in the desired field, None"
279,False,More than 1000,True,True,No,No,No,Yes,Yes,Somewhat difficult,Physical health,No,True,No,False,False,6.0,1.0,,,,,,,,,False,,,,,,,,,,,,,,,No,,,,,Yes,True,I don't know,Often,Often,No,4,Yes,No,False,,,0,"Yes, I observed",Maybe/Not sure,1,36,male,India,,,India,,"issue is about promotion. they make me work more and pay less. this been years which had eventually made this happening. also, racism and visible biase - are few reasons i see. , i was found drunk in office and i was not allowed to capture a pic in an office. both were not supported since i was in the same manic episode. , better time and money management. less racism overall and particularly indian brahmin concepts. if girls could fake love boys for some time with the contract signed, that too will help., denial of a role change or promotion is something my company is doing on this behalf. they make me work like hell, but pays sad. you havent asked about sleep patterns yet. you should cover that. "
280,False,6-25,False,False,No,No,Yes,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,False,Maybe,False,False,3.0,2.0,,,,,,,,,True,False,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,False,1.0,0.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder, Psychotic Disorder (Schizophrenia, Schizoaffective, etc), Anxiety Disorder (Generalized, Social, Phobia, etc), Dissociative Disorder, Eating Disorder (Anorexia, Bulimia, etc)",Yes,True,Yes,Often,Often,Yes,3,Yes,No,False,,,2,"Yes, I experienced",Maybe/Not sure,3,28,F,United States of America,Washington,White,United States of America,Washington,"Stigmatized. No idea what bipolar really meant. Judgemental, brushed it off., Didnt care, No idea"
281,False,500-1000,True,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,Maybe,True,True,5.0,2.0,,,,,,,,,True,True,I don't know,"No, I only became aware later",None did,None did,No,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,1.0,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder",,Possibly,True,I don't know,Sometimes,Sometimes,Maybe,5,No,No,False,,,3,Maybe/Not sure,Maybe/Not sure,1,27,f,United States of America,California,Asian,United States of America,California,
282,False,26-100,True,True,Yes,Yes,No,No,Yes,Very easy,Physical health,Yes,True,No,True,False,7.0,5.0,,,,,,,,,True,True,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,7.0,5.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Yes,True,Yes,Rarely,Often,,2,No,No,False,,,1,Maybe/Not sure,Maybe/Not sure,2,47,None,United States of America,Michigan,White,United States of America,Michigan,"Told him I was suicidal, Talked about struggle with depression"
283,False,26-100,True,True,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,False,Maybe,False,False,5.0,3.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,3.0,2.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",Possibly,True,I don't know,Rarely,Sometimes,No,7,No,Maybe,False,,,5,Maybe/Not sure,Maybe/Not sure,2,25,Male,India,,,India,,I have no idea.
284,False,100-500,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Yes,False,True,2.0,3.0,,,,,,,,,False,,,,,,,,,,,,,,,No,,,,,Possibly,True,No,Not applicable to me,Not applicable to me,No,9,No,No,False,,,7,Maybe/Not sure,"Yes, I experienced",3,30,female,United States of America,California,Asian,United States of America,California,"negative emotions and coping behaviors related to acutely stressful incident (divorce), be more open and transparent by actively organizing and leading discussion"
285,False,100-500,False,True,Not eligible for coverage / NA,No,I don't know,I don't know,I don't know,I don't know,Physical health,No,False,No,False,False,5.0,5.0,,,,,,,,,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,"No, none of my previous supervisors",True,At some of my previous employers,True,True,5.0,0.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Yes,True,Yes,Rarely,Sometimes,Yes,5,Maybe,No,False,,,0,"Yes, I experienced",No,1,45,M,United States of America,North Carolina,White,United States of America,North Carolina,"Manager was aware of my issues. That information was used against me later, along with physical health issues. I was fired over asking for time off to recover from a surgery., There's a lot of talk about it but _hello?!_ I'm right here - and I have NEVER felt supported. It needs to not just be talk or a press release., The workplace in general still frowns on anyone who isn't 110% able-bodied or dedicated to the company."
286,True,,,,,,,,,,,,,,,,,,False,"No, I don't know any","No, because it doesn't matter",,"No, because it doesn't matter",Not applicable to me,Yes,1-25%,True,True,"No, none did",N/A (was not aware),I don't know,None did,No,Physical health,I don't know,False,"No, at none of my previous employers",False,False,5.0,5.0,Possibly,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Substance Use Disorder, Personality Disorder (Borderline, Antisocial, Paranoid, etc), Addictive Disorder",,Don't Know,False,Yes,Not applicable to me,Not applicable to me,No,5,Maybe,No,False,,,5,No,No,3,41,I am a Wookie,Afghanistan,,,Afghanistan,,it's over hyped
287,False,6-25,True,True,No,,No,No,No,Neither easy nor difficult,Same level of comfort for each,No,False,Maybe,False,False,3.0,2.0,,,,,,,,,True,True,Some did,I was aware of some,None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,At some of my previous employers,False,False,5.0,4.0,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Anxiety Disorder (Generalized, Social, Phobia, etc)",,No,True,I don't know,Not applicable to me,Sometimes,No,6,Maybe,No,False,,,3,"Yes, I experienced",No,2,24,Female,South Africa,,,South Africa,,"Many of the staff are overworked and burning out with no support to mental wellbeing , Stop glorifying overwork and stress"
288,False,More than 1000,True,True,I don't know,No,No,No,Yes,Somewhat easy,Physical health,No,False,Maybe,False,True,10.0,2.0,,,,,,,,,True,True,I don't know,N/A (was not aware),None did,None did,"Yes, always",Physical health,I don't know,False,At some of my previous employers,False,False,10.0,2.0,No,,,,,No,False,I don't know,Not applicable to me,Not applicable to me,No,6,Maybe,No,False,,,7,No,Maybe/Not sure,1,26,Female ,United States of America,Washington,Asian,United States of America,Washington,"They pulled me aside to chat about how I was doing and they brought up that they had dealt with depression., I think there should be groups dedicated to supporting mental health in the workplace, like how there are groups to address diversity and inclusion. There should be sessions to inform employees of mental health issues and go over what the company offers to help with these issues. Mental health should be brought up more so it’s not so taboo., The survey asked if I had a mental health disorder which I don’t since I haven’t been diagnosed, but it should ask if I think I might have a mental health issue which is more likely."
289,False,More than 1000,True,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,No,False,False,6.0,3.0,,,,,,,,,True,True,Some did,I was aware of some,I don't know,None did,I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,True,6.0,3.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,Yes,Sometimes,Often,,5,Maybe,No,False,,,3,"Yes, I experienced",No,1,32,female,United States of America,Washington,White,United States of America,Washington,"I revealed that I was having daily panic attacks on the way to work and having a difficult time coming in. They were not very understanding. Henceforth, I've never mentioned mental health issues specifically when needing time off for it., Mentioned a family member's depression., The situation I described earlier, where daily panic attacks interfering with my ability to get to work were viewed as an inconvenience to my employer., Tech industry work culture is at its basis still a machismo culture. If you can't pull your capitalist weight at all times, you aren't valuef. Unless this fundamentally shifts, the environment will remain unsupportive., My employer got acquired by a corporation that doesn't provide separate sick leave and vacation time, only a reduced pool of combined PTO hours, so I'm thinking of leaving this job."
290,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,Maybe,False,Maybe,True,False,5.0,5.0,,,,,,,,,True,False,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,True,"No, at none of my previous employers",False,False,5.0,0.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Post-traumatic Stress Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,Yes,Sometimes,Often,Yes,10,Maybe,No,False,,,3,"Yes, I observed",Maybe/Not sure,2,43,female,United States of America,Washington,White,United States of America,Washington,"I made an allusion to ADHD, and she made a similar, equally non-committal response., I explained to my supervisor that I have severe depression, and she thanked me for telling her. There was no other action taken regarding the matter. It was not ever discussed with me again., Over the years I've heard a number of disparaging or mocking comments made regarding people with mental health issues, and seen a general lack of understanding from people who don't have to deal with these illnesses., I am not certain."
291,True,,,,,,,,,,,,,,,,,,True,"No, I don't know any","No, because it doesn't matter",,Not applicable to me,Not applicable to me,Not applicable to me,,True,True,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,8.0,10.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,,8,Maybe,Maybe,False,,,8,No,No,5,37,Male,United States of America,Michigan,European American,United States of America,Michigan,Send out an email to all with info on ombré yo contact HR
292,False,500-1000,False,True,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,False,False,5.0,5.0,,,,,,,,,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",True,False,5.0,5.0,Yes,Yes,,,Attention Deficit Hyperactivity Disorder,Possibly,True,Yes,Rarely,Sometimes,Yes,7,No,No,False,,,4,"Yes, I observed","Yes, I observed",2,51,Make,United States of America,Texas,White,United States of America,Texas,"It’s really been indecental. Not official. So, understanding. And personally supportive. , As before, incidental discussion - as opposed to official. , All too often, there is confusion and an aura of distrust surrounding. , A way to reduce blame. It’s not my fault. And I’m doing the best I can. , Often, the difficulty also stems from being able to discuss similar issues regarding my family with coworkers or supervisors. "
293,True,,,,,,,,,,,,,,,,,,True,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Not applicable to me,,True,False,"Yes, they all did","Yes, I was aware of all of them",I don't know,"Yes, they all did","Yes, always",Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,3.0,3.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,,3,Maybe,Maybe,False,,,8,Maybe/Not sure,Maybe/Not sure,3,56,Male,United States of America,North Carolina,White,United States of America,North Carolina,"I don't know., nothing."
294,False,500-1000,False,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,False,Maybe,True,True,7.0,7.0,,,,,,,,,False,,,,,,,,,,,,,,,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Anxiety Disorder (Generalized, Social, Phobia, etc)",,Yes,True,Yes,Sometimes,Sometimes,No,7,Yes,No,False,,,7,"Yes, I observed",Maybe/Not sure,3,30,Male,United States of America,Pennsylvania,White,United States of America,District of Columbia,"With a coworker who is also a close friend, I've discussed how depression is making it hard for me to go about my daily business., A person who exhibited several signs of bipolar disorder was treated as if she were crazy, and she was the subject of a lot jokes behind her back., Stop treating mental illness like it's a plague when it's actually very common."
295,False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,False,No,False,False,7.0,2.0,,,,,,,,,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,8.0,7.0,No,,,,,No,False,Yes,Not applicable to me,Not applicable to me,No,4,Maybe,Maybe,False,,,4,No,No,3,48,Trans non-binary/genderfluid,United States of America,Virginia,White,United States of America,Virginia,"I honestly don't really recall. It was several years ago., I think the issue is farther reaching than just the tech industry. I don't think we're any better or worse at it than the greater global ciommunity."
296,False,100-500,True,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,False,7.0,5.0,,,,,,,,,True,True,Some did,I was aware of some,Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,8.0,5.0,Yes,Yes,,,Post-traumatic Stress Disorder,Yes,True,I don't know,Rarely,Sometimes,Yes,7,Maybe,No,False,,,4,Maybe/Not sure,"Yes, I experienced",2,28,Female,United States of America,District of Columbia,More than one of the above,United States of America,Colorado,"Provide meaningful access to mental health care (as part of broader health care access) AND stop discriminating/firing employees based on mental health issues alone. , Mental health access or struggles should not excuse abuse or harassment by management. Its a double-standard for employees to get fired or passed over for having such problems, but for managers or higher-up ranking supervisors/C-suite members to use a mental health struggle narrative to excuse and diminish their behavior harming employees"
297,False,6-25,True,True,No,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,False,Yes,True,True,5.0,2.0,,,,,,,,,True,False,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,10.0,7.0,Yes,Yes,,,"Post-traumatic Stress Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc), Dissociative Disorder",Yes,True,No,Sometimes,Often,Yes,6,No,No,False,,,4,"Yes, I observed",No,2,26,Female,United States of America,Virginia,White,United States of America,Virginia,"A subordinate expressing environment needs to assist with disorders they have/ make their workdays more manageable. , Expressing their need for slightly different work accommodations so they can perform at their best in relation to their needs. , Upper level management criticizing (generally) those with disorders and trivializing their symptoms. , Ensure teams have access to adequate stress relief programs, have open dialogue with team members (as managers/ leaders) about mental health needs, have an HR section during on-boarding specifically about how we handle mental health, accommodations examples we've made, instructions on how to best talk about mental health. "
298,False,6-25,False,True,No,,No,No,No,Somewhat difficult,Physical health,Yes,False,No,False,False,5.0,2.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,False,False,3.0,0.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,,1,No,No,False,,,1,No,No,3,45,male,United States of America,Kansas,White,United States of America,Kansas,be forward solution focused instead of punitive 
299,False,26-100,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,False,No,False,False,8.0,8.0,,,,,,,,,True,True,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,8.0,8.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,Maybe,6,Maybe,Maybe,False,,,6,Maybe/Not sure,Maybe/Not sure,4,37,m,Estonia,,,Estonia,,"The support should be there and it should be treated the same way as any other health problem., I don't have anything to add."
300,False,100-500,True,True,Yes,No,Yes,Yes,Yes,Very easy,Physical health,Yes,True,Yes,True,True,7.0,7.0,,,,,,,,,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,8.0,2.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,I don't know,Often,Often,No,9,Maybe,Maybe,True,False,,7,Maybe/Not sure,"Yes, I experienced",3,42,Female,United Kingdom,,,United Kingdom,,"Anxiety disorder - given space and support, Shared my story to my colleagues ina presentation about mental health, I am a workplace mental Health first aider - have had numerous instances, Colleague had been sectioned under the mental health act and was returning to work, Remove stigma, Thank you for doing this :)"
301,False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,False,Maybe,True,True,5.0,5.0,,,,,,,,,True,False,I don't know,I was aware of some,I don't know,Some did,I don't know,Physical health,I don't know,False,"No, at none of my previous employers",False,False,5.0,5.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Possibly,True,I don't know,Sometimes,Often,,5,Maybe,Maybe,True,True,2.0,7,"Yes, I experienced","Yes, I experienced",3,34,Male,United States of America,Michigan,Caucasian,United States of America,Michigan,"I checked into psych unit right after I started to work there. A coworker let me stay with him for a few days after the hospital. Some of my other coworkers know about my depression and anxiety. They were understanding of the situation. , I had co-workers telling me about their medication or people in their family with a history of mental illness. , I have been told to keep my ""energy levels"" in check in my annual reviews, referring to the days I don't act like a circus monkey and want to be left alone. , They could try to improve the interviewing process."
302,False,More than 1000,True,True,I don't know,No,Yes,Yes,I don't know,Difficult,Physical health,No,False,Maybe,True,True,7.0,5.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,1.0,No,,,,,Possibly,True,Yes,Rarely,Rarely,Yes,9,Maybe,No,False,,,3,"Yes, I observed",Maybe/Not sure,3,35,Female,India,,,India,,"only the colleagues I consider friends understood. The others were wary, A relative was a victim of depression and committed suicide. The colleague understood then how important mental health is, Encourage understanding mental health and sensitize employees"
303,False,More than 1000,False,True,Yes,No,No,No,I don't know,I don't know,Same level of comfort for each,No,False,Yes,True,True,10.0,0.0,,,,,,,,,False,,,,,,,,,,,,,,,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",No,True,No,Often,Often,Maybe,8,No,No,False,,,8,No,"Yes, I experienced",1,28,male,Mexico,,,Mexico,,"talking about my diagnosed depression and symptoms , About their anxiety , meds and treatment , taking periodic surveys and taking actions , country , age , technology , more like stack overflow survey"
304,False,26-100,True,True,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,False,Yes,False,False,8.0,5.0,,,,,,,,,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,6.0,3.0,No,,,,,No,True,I don't know,Sometimes,Sometimes,No,8,No,No,False,,,3,Maybe/Not sure,Maybe/Not sure,3,26,Male,India,,,India,,"Discussed that the unhealthy culture and distrust at work affects my performance and wanted to quit., We discussed the ways to deal with the situation and often contemplated quitting the workplace because of constant issues., Offer support and counselling"
305,False,100-500,False,True,I don't know,No,No,No,No,Somewhat easy,Physical health,No,False,No,False,False,3.0,0.0,,,,,,,,,False,,,,,,,,,,,,,,,Don't Know,,,,,No,False,No,Not applicable to me,Never,No,3,Yes,No,False,,,4,No,No,3,34,F,India,,,India,,"bfdzd, trdhtyh"
306,False,More than 1000,True,True,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,False,9.0,1.0,,,,,,,,,True,True,"No, none did",N/A (was not aware),Some did,Some did,Sometimes,Mental health,Some of my previous supervisors,False,At some of my previous employers,,,6.0,6.0,No,,,,,No,False,No,Rarely,Rarely,Yes,5,Maybe,Maybe,False,,,6,"Yes, I experienced","Yes, I experienced",5,28,,India,,,India,,
307,False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,True,True,7.0,7.0,,,,,,,,,True,False,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,6.0,2.0,No,,,,,Yes,True,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,No,False,,,6,"Yes, I observed","Yes, I experienced",2,34,Female,United States of America,Massachusetts,White,United States of America,Massachusetts,"After a colleague passed away suddenly, there were a number of conversations about mental health that came up - how we were doing day to day, and so on - and we brought in a specialist from our benefits team to discuss the available options for mental health resources., I have talked generically about having conversations with my therapist with coworkers, and they've generally been receptive/relieved to learn that I'm (also) in therapy., I've had many conversations with coworkers about their mental health, usually as it relates to the resources they need at work - flexibility, time off, a particular kind of project to focus on. The goal of these conversations is always to make it feel as normal as a discussion about accommodations for a broken leg., I observed a situation where a mental health issue wasn't communicated and was treated as a performance issue, where the person wasn't given the resources they needed to succeed., Normalizing the idea of mental health as a priority for the company - making it clear that the company can only thrive if its employees can."
