,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
316,0,26-100,1.0,1.0,Not eligible for coverage / NA,,No,No,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,10.0,10.0,,,,,,,,,1,0.0,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Same level of comfort for each,"Yes, all of my previous supervisors",0.0,"Yes, at all of my previous employers",0.0,0.0,5.0,5.0,No,,No,0,No,Not applicable to me,Not applicable to me,,10,Yes,Yes,0,,,10,No,No,2,35,Male,Ethiopia,,,Ethiopia,,,,,"Medical issues, in some way or the other,  affect us all. Any employer should give due attention to the overall health of it's people. This should be part of the benefits scheme of every employer., None"
317,0,100-500,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,5.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,5.0,5.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,Maybe,0,,,5,No,No,4,45,male,United Kingdom,,,United Kingdom,,,,,"no, ., ."
318,0,6-25,1.0,1.0,No,,No,No,I don't know,Very easy,Same level of comfort for each,Yes,0.0,Yes,0.0,0.0,10.0,10.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,7.0,9.0,Don't Know,,No,0,No,Not applicable to me,Not applicable to me,,10,Yes,No,0,,,10,No,No,5,23,Male,India,,,India,,,,,"Conduct awareness related towards health and pump them to have a healthy life style with exercise and all., You guys already covered too much. End this survey already. :P"
319,0,6-25,1.0,1.0,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Maybe,0.0,1.0,8.0,6.0,,,,,,,,,1,1.0,"No, none did",N/A (was not aware),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,4.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,6,Maybe,Maybe,0,,,7,No,"Yes, I observed",4,26,Male,United States of America,Illinois,White,United States of America,Illinois,,,,
320,1,,,,,,,,,,,,,,,,,,0.0,"No, I don't know any","No, because it would impact me negatively",,"No, because it doesn't matter",Not applicable to me,Yes,26-50%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,1.0,0.0,Yes,Yes,Yes,1,No,Often,Not applicable to me,,10,Maybe,No,0,,,0,No,No,1,23,Male,Canada,,,Canada,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",
321,0,6-25,0.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,No,0.0,0.0,5.0,4.0,,,,,,,,,1,0.0,"No, none did","No, I only became aware later",None did,None did,I don't know,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,5.0,4.0,No,,No,0,I don't know,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0,,,6,No,No,3,26,male,Mexico,,,Mexico,,,,,
322,0,6-25,1.0,1.0,I don't know,No,No,No,Yes,Very easy,Physical health,Yes,0.0,Yes,0.0,1.0,8.0,6.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,9.0,5.0,Possibly,,Possibly,0,Yes,Not applicable to me,Not applicable to me,No,8,Maybe,No,0,,,6,"Yes, I observed","Yes, I observed",2,34,Male,United States of America,Massachusetts,White,United States of America,Massachusetts,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,
323,0,6-25,1.0,1.0,Not eligible for coverage / NA,,Yes,I don't know,Yes,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,7.0,7.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,7.0,7.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,4,Maybe,No,0,,,5,Maybe/Not sure,Maybe/Not sure,4,22,Male,Macedonia,,,Macedonia,,,,,"As an engineer, money does make a difference. But not as much as the work conditions. Toxic environments are in no way good for anyone. Team-building trips every few months could be one way to help improve the relationships each person has with their coworkers., Do you hand out free swag?
@darkoefremov on twitter, hit me up."
324,0,6-25,0.0,1.0,Yes,No,No,No,No,Difficult,Physical health,No,1.0,No,1.0,1.0,6.0,1.0,,,,,,,,,1,0.0,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,6.0,1.0,Possibly,,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,Maybe,3,Maybe,No,0,,,3,No,No,4,42,Female,United States of America,North Dakota,White,United States of America,North Dakota,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,"The discussion only came about because I felt like I was being accused of being the cause of tension in my department. Nothing came from the conversation, and the topic hasn't come up since., Another co-worker has similar mental health issues. We have talked about them from time to time but not in depth., Same as previous answer."
325,0,500-1000,1.0,1.0,No,,No,No,Yes,I don't know,Same level of comfort for each,No,0.0,Maybe,0.0,0.0,4.0,0.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,"Yes, always",Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",1.0,1.0,5.0,0.0,Possibly,,Yes,1,I don't know,Never,Sometimes,Maybe,10,No,No,0,,,6,"Yes, I experienced",No,1,40,male,Mexico,,,Mexico,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc)",,"related about stress and rage controll, stress, and frustration control, from my manager, he recommended me to be a more friendly person, is not easy to me honestly, they need to create a real human care culture, not just try to fulfill legal regulations, not really"
326,0,500-1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Maybe,0.0,0.0,1.0,1.0,,,,,,,,,1,0.0,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,5.0,3.0,Possibly,,Don't Know,0,Yes,Not applicable to me,Not applicable to me,,2,No,No,0,,,2,"Yes, I observed",No,1,42,Male,United States of America,Oregon,,United States of America,Oregon,,"Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc), Post-traumatic Stress Disorder, Addictive Disorder",,"Team lead is very disrespectful of other people in general, in a practical sense. Leadership even jokes about his responses., Awareness is a great start. It would be helpful to have some best practices for the *people* , especially those involved with being oncall and the PTSD like symptoms involved such is cringing when their or others phones ring, cringing when hearing key words like down, broken, severity, and others associated with a loss of service and the accompanying responses from users, customers, and management. I have seen some companies attempt to mitigate the effects by giving the employee(s) a day off at the end of the oncall rotation, or offering at least comp time for any off hour outages, but some standards like these being published so they can be referenced by other IT professionals would go a long way as a tool to those attempting to improve the situation from within their organizations., I am of the race of Adam, the first human."
327,0,26-100,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,0.0,Maybe,1.0,0.0,8.0,5.0,,,,,,,,,0,,,,,,,,,,,,,,,Possibly,,Yes,1,Yes,Not applicable to me,Sometimes,No,8,No,No,0,,,4,No,No,2,35,Male,United States of America,Ohio,White,United States of America,Ohio,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder",,work/life balance
328,0,6-25,1.0,1.0,No,No,No,No,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,8.0,8.0,,,,,,,,,1,0.0,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,1.0,"Yes, at all of my previous employers",1.0,0.0,8.0,8.0,Yes,Yes,Yes,1,Yes,Rarely,Often,Maybe,8,Maybe,Maybe,0,,,5,No,No,3,36,Male,United States of America,Oregon,White,United States of America,Oregon,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","Discussed Anxiaty disorder and how my previous job negatively effected it and my overall health/happyness. My employer was understanding of the situation. I did not request any action to be taken nor did they offer. We agreed to just be upfront and honest in our communication., I've only had surface level conversations, more so feeling out their situation and understanding of mental health and mental health issues., Unfortuately I waited until I was at the breaking point and needed to quit.  My supervisor was willing to put me on Medical leave for a period of time but I declined., I shared with my closes employees as sometimes my anxiaty would make me shut down and become unavailable for a day when they needed to contact me. They were supportive., I think in general there is a don't ask don't tell attitude. Some will provide some benefit as a token, but I'm not sure they care deeply to help those who want help.  Perhaps if employers were required by law to provide this benefit some others would take advantage of it. I think the harder issue is helping people see that it's ok to accept help, and get treatment. No one would say you are weak for getting a broken leg treated, but some think those with mental disorders just need to get over it., It's only as I've gotten older that I'm accepted that help is required for some (if not all) things in life and there is no shame in leaning on others. I felt relieved when I found out others in my life had similar mental health issues as I do. Knowing that them just telling me they are dealing with something make an impact on me, made me feel more open about sharing myself.  If in casual conversation I let someone know I'm dealing with something, may give them some relief and all I had to do was be honest.  "
329,0,26-100,1.0,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Maybe,0.0,Maybe,0.0,1.0,7.0,7.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,7.0,7.0,No,,Possibly,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0,,,8,No,"Yes, I experienced",3,37,Male,United States of America,Illinois,I prefer not to answer,United States of America,Illinois,,,,"A relatively new employee casually mentioned to me that he's very ADHD, so likes having a huge todo list.  It didn't go any further than that., Hard-stop on the long-hours bragging.  A company where people routinely work longer than 40 hours a week should be one with no employees, and employers should be ashamed to admit that they do that.  Job ads for ""we work so hard all the time all day and all night"" are a sign of company sickness., Thank you so much for doing this.

Is there a Mental Health First Aid equivalent in Europe?  That would be good to know."
330,0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,9.0,9.0,,,,,,,,,1,0.0,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,2.0,Yes,Yes,Possibly,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,1,1.0,4.0,5,"Yes, I experienced","Yes, I experienced",4,31,Female,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","When I was diagnosed with ADHD and began treatment, I discussed it with my boss and supervisor. At first, I think they expected to me to fit into the ""neuro-typical"" mold after starting treatment, but that wasn't meant to be. I sent my supervisor a variety of articles explaining ADHD and how it would affect me at work. Over a couple of years, I think they've accepted that I won't be normal. There's still an expectation that my performance is on par as my coworkers and that I won't use my ADHD as a crutch, but I'm allowed to use coping mechanisms to help me succeed., The coworkers I've told have been understanding. They haven't vocalized their opinions or reactions.  I think they might have paused a moment after I explained it, but they haven't treated me any differently., We both suffer from anxiety, so it was more of a conversation of us relating to each other and mental blocks we encounter because of it., My supervisor is old-fashioned and sways towards conservative beliefs. After I revealed that I was diagnosed with ADHD and was receiving treatment, I think she expected that I would become a stereotypical, normal employee who did not have a mental disorder. I would still make the same mistakes that I had before receiving treatment, though to a lesser frequency, however I feel that I received a harsher reaction/consequence than before. I made an effort to educate what my supervisor could expect of me, and discussed with her things that she would still expect of me. Between therapy and developing some coping mechanisms, I like to think I've become a successful employee., Be considerate in regards to an employee's mental health. Be willing to accommodate an employee's requests to enable them to succeed in their position. Forgive the employee if they happen to make a mistake that can be related to their illness, but don't give them a free pass either. The employer should expect the employee to be successful in their position, but accept that the employee may do things differently than they would expect to achieve that success. Lastly, the employee and employer must understand that pills don't teach skills., I revealed my ADHD diagnosis to my supervisor and boss shortly after I received the diagnosis. It wasn't until months after that I read that most employees don't discuss their mental health with their superiors. I'm not sure if I regret discussing my mental health with my superiors. Taking into account their upbringing, and the area that I live in which is more traditional/conservative, I would think that I would have regretted it. But, I've strove to be an advocate for mental health, and strove to help reduce the stigma associated with mental issues, and strove to help people accept and understand that mental issues are real and not trivial. I like to think that I've helped my superiors become more willing to accept my differences (and hopefully others'), and find the unique values that an ADHD brain can bring."
331,0,500-1000,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1.0,1.0,5.0,5.0,,,,,,,,,1,0.0,Some did,I was aware of some,None did,Some did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,6.0,4.0,Possibly,,Yes,1,Yes,Sometimes,Often,No,10,Maybe,Maybe,0,,,8,No,"Yes, I experienced",3,27,Male,United States of America,California,White,United States of America,California,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,"We have had ""lunch room"" conversations about various mental health issues and ways that we have coped with them.  Ranging from medication to therapy to ""mental health days"", Same as 1.o, For the most part, if the tech industry treated underrepresented groups (people of color, lgbtq+, women) better, I  believe that treatment of mental health issues would be better as well.  As a cis white man, I  believe that  my mental health issues would be handled well and without question, but I do not  believe that would be the case for some of my co-workers."
332,0,6-25,0.0,1.0,I don't know,No,I don't know,I don't know,I don't know,Very easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,3.0,3.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,0.0,At some of my previous employers,0.0,0.0,6.0,5.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,5,Maybe,Maybe,0,,,5,No,No,2,38,Male,United Kingdom,,,United Kingdom,,,,,"Often managers put unnecessary pressure on developers to provide estimates and to work overtime to hit deadlines. Often the deadlines aren't really even required.
They probably shouldn't do that."
333,0,6-25,1.0,1.0,No,,Yes,No,Yes,Neither easy nor difficult,Physical health,Yes,1.0,Yes,1.0,1.0,5.0,5.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,0.0,0.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,10,Maybe,Maybe,1,0.0,,10,No,"Yes, I experienced",3,32,Male,United States of America,Kentucky,White,United States of America,Kentucky,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","We spoke in generalities., Same as above (same discussion), See above., Provide open support and resources."
334,0,More than 1000,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,0.0,No,0.0,0.0,7.0,5.0,,,,,,,,,0,,,,,,,,,,,,,,,Yes,Yes,Yes,0,Yes,Rarely,Rarely,,8,No,No,0,,,5,No,No,3,23,Other,United States of America,California,White,United States of America,California,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","I think the industry should encourage discussion of mental health problems and other disabilities. I think the industry does an acceptable job (still, there's room for improvement) accommodating mental health issues but it is still socially stigmatized, so I don't feel comfortable utilizing available resources or speaking about my issues in professional settings"
335,0,More than 1000,0.0,1.0,No,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,6.0,0.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,None did,No,Same level of comfort for each,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,5.0,4.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,0,Yes,No,0,,,2,"Yes, I experienced",No,2,51,Male,United States of America,Florida,White,United States of America,Florida,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)","They don’t care, Don’t know, No"
336,0,26-100,1.0,1.0,Not eligible for coverage / NA,,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,5.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,7.0,5.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,No,10,Yes,Yes,0,,,9,Maybe/Not sure,"Yes, I observed",2,26,Cis female ,Iceland,,,Iceland,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","Was having a particularly bad anxiety episode that had lasted a few days and was negatively affecting work so I asked if I could take a few days off, and explained why. He said yes, and we now have open communication about my illness and he allows me some ""exceptions"" from rules. Such as I have more flexible work hours, and I can work from home when I need to. I can take ""anxiety days"" when I need to. I do take them unpaid since that gives me less anxiety and then it doesn't show on the budget higher up (A large company has a small office in my country and these are all arrangements at that office.) but he is fine with me taking them as paid sick days, again my choice not to do so. All I have to do is inform my team when I'm showing up very late or not at all or working from home, it is such a relief to be able to have honest open communication and has lessened a lot of anxiety that I had about ""being sick a lot"" or if they thought I was a lazy person. My anxiety also affects my sleep a lot and now since making these adjustments I have not had to show up for work unslept and the even though I have fewer hours some weeks then I did before they are more productive and I'm happier about them. He did ask a lot about if there was anything at work that was making things worse and what they could do better, and when they were changing up teams at my office I was asked before anything was finalized., They are too many to describe. Every day that I will work from home, or show up late or not at all because of my mental illness I let my team know. They are all very kind, thoughtful and understanding. 
I have definitely mentioned my illness to other coworkers in a context not related to work, but I'm pretty ""out"" about it in general and want to do my part to eliminate stigma., Really just in passing a few times, no particular reaction., I think putting people in ""one size fits all"" environment to work in is suboptimal. Sure the 9-5 works for some people but as far as for me personally an employer is getting way less value out of me as an employee if I were to be forced to work that way - and most employers don't like suboptimal investments. 
I think open communication is also a big thing. Making sure the people that work for you know that it is okay if they have a mental illness, it made my anxiety way worse to worry about it. 
If there were actual protocols about mental illness at work. When I started work, I knew exactly what to do if I got sick, how many sick days I had and who I had to notify. , You are responsible for your own healthcare in my country, your employer has nothing to do with it. "
337,0,500-1000,1.0,1.0,Not eligible for coverage / NA,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,No,0.0,0.0,8.0,3.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,I don't know,0.0,At some of my previous employers,0.0,0.0,6.0,1.0,Possibly,,No,0,I don't know,Not applicable to me,Sometimes,No,6,Maybe,No,0,,,5,No,No,2,19,Female,United States of America,Tennessee,White,United States of America,Tennessee,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,
338,0,More than 1000,1.0,1.0,Yes,Yes,Yes,I don't know,I don't know,I don't know,Physical health,No,0.0,No,0.0,0.0,6.0,4.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,5.0,3.0,Yes,Yes,Yes,0,I don't know,Not applicable to me,Sometimes,,8,Maybe,No,0,,,5,No,No,2,44,Male,United States of America,New Hampshire,White,United States of America,Massachusetts,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","we talked about why they do not like going to certain company offices because of long elevator rides, and how that made them anxious, explicitly define sick/leave time policies as applying to diagnosed physical AND mental illness. , mental illness can prevent some people from internalizing success/properly evaluating their contributions or their value. it can also prevent them from decoupling criticism of their work from criticism as a person. review processes should take these things into account."
339,0,500-1000,1.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,No,0.0,1.0,6.0,6.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,1.0,"No, at none of my previous employers",1.0,1.0,6.0,5.0,Yes,Yes,Yes,1,I don't know,Often,Often,Yes,8,No,No,0,,,5,"Yes, I experienced",No,2,42,Male,United States of America,Massachusetts,White,United States of America,Massachusetts,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","He told me he was angry because of his depression, I discussed my depression and ADHD and how new medications I was taking might affect my work output. During one medication trial, my output went down and I was eventually fired, despite having told them about everything., After I was let go from my job, I explained to some of my previous coworkers what happened and how my mental health had to do with the outcome."
340,0,26-100,1.0,1.0,Yes,Yes,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,7.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",1.0,1.0,5.0,0.0,Yes,Yes,Yes,1,I don't know,Rarely,Often,No,10,No,No,1,0.0,,7,No,"Yes, I experienced",4,26,Male,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","My supervisor shared that he has similar issues, and we talked about how we respectively deal with them. Then he paid for my lunch., I opened up about my mental health as a way of letting them know I was there, and that I thought it was my duty to share to reduce the stigma. They shared their own experiences, and we went on our way., They told me about their own struggles, which are similar to mine. It was pretty straightforward, ""yeah, I take X as well. It's helped a lot!"" and ""haha yeah, I'm definitely later to meetings when my meds are working..."", It went well. I opened up about my depression and anxiety and learned that he had similar issues, and we vowed to talk if we're ever running into problems again. He's become a closer friend., Same as previous conversation -- we bonded, become closer friends., It should be okay, at any company, to say ""I am having a ton of anxiety today, I need to do X or Y to deal with this, will be offline."""
341,0,500-1000,0.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,No,1.0,Maybe,1.0,0.0,9.0,2.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,0.0,At some of my previous employers,0.0,0.0,7.0,1.0,Yes,Yes,Don't Know,1,I don't know,Sometimes,Often,No,7,Yes,Maybe,0,,,7,"Yes, I observed",No,3,38,Male,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Adjustment disorder","I let my boss know I was seeking treatment for anxiety and stress. He told me to do what I needed. Follow-up conversations on how things were going and possible causes were awkward, I informed my team I was seeking treatment and about the medications I was taking. They were all supportive and appreciated me telling them., A coworker was treated as someone trying to take advantage of time off while trying to identify what turned out to be fibromyalgia., Talk about it at the same level and frequency as physical illnesses. "
342,0,26-100,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,1.0,Yes,1.0,1.0,8.0,6.0,,,,,,,,,0,,,,,,,,,,,,,,,Yes,Yes,Yes,1,Yes,Rarely,Often,No,10,No,No,0,,,5,Maybe/Not sure,"Yes, I experienced",2,26,Female ,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",
343,1,,,,,,,,,,,,,,,,,,0.0,I know some,"No, because it would impact me negatively",Negatively,"No, because it would impact me negatively",Not applicable to me,Yes,26-50%,1,1.0,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,6.0,9.0,Yes,Yes,Yes,1,Yes,Sometimes,Sometimes,No,1,Maybe,No,0,,,1,No,No,1,40,Male,Greece,,,Greece,,,,Bipolar,
344,0,100-500,1.0,1.0,Yes,Yes,No,Yes,Yes,Very easy,Physical health,Yes,1.0,Yes,1.0,0.0,9.0,9.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),I don't know,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,7.0,7.0,Possibly,,Possibly,1,I don't know,Rarely,Often,Yes,8,No,No,0,,,6,No,No,2,32,Male,United States of America,Illinois,White,United States of America,Illinois,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,"I explained that I was having problems that stress that were leading to depression and anger at home. HR directed me to the resources provided by our insurance / benefits program. My supervisor listened and offered his help whenever I need it., I regularly talk about productivity and overcoming fear. As a result, I regularly have an open dialog with my coworkers about how my mental health at the moment plays into my overall productivity., It's a difficult topic. Get more people out there talking about their issues so everyone knows they're not alone."
