,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
592,1,,,,,,,,,,,,,,,,,,0.0,"No, I don't know any","Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",I'm not sure,Yes,1-25%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,0.0,0.0,Possibly,,Yes,1,Yes,Not applicable to me,Sometimes,Yes,4,Yes,No,0.0,,,5.0,No,No,1.0,43.0,Male,Canada,,,Canada,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,
593,0,More than 1000,0.0,1.0,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,1.0,No,0.0,0.0,2.0,2.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Yes,Yes,Yes,1,I don't know,Rarely,Often,,5,No,No,0.0,,,6.0,No,"Yes, I experienced",1.0,50.0,M,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Obsessive-Compulsive Disorder",
594,0,100-500,1.0,1.0,Yes,No,I don't know,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,1.0,1.0,6.0,5.0,,,,,,,,,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,6.0,3.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,7,Yes,Maybe,0.0,,,7.0,"Yes, I observed","Yes, I experienced",3.0,30.0,Male,United States of America,Ohio,White,United States of America,Ohio,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","Talking to another coworker about anxiety at a work event. He shared similar anxieties., Post-partum depression and anxiety, Responsibilities being taken away from someone after they admitted to struggling with depression., Break the stigma around mental health, Funky and the rest of the OSMI gang do incredibly important work. Please keep it up, even when things get rough."
595,0,26-100,1.0,1.0,I don't know,,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,0.0,0.0,0.0,5.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,No,,No,0,Yes,Sometimes,Sometimes,,10,Maybe,Maybe,0.0,,,7.0,Maybe/Not sure,Maybe/Not sure,2.0,27.0,Male,United States of America,Indiana,White,United States of America,Indiana,,,,"talked with my boss on some issues i had personally. he was very supportive and helped a lot , you have to reverse the stigma, let people know their jobs aren't at risk"
596,1,,,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Unsure,,1,1.0,Some did,I was aware of some,I don't know,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,7.0,5.0,Don't Know,,No,0,No,Not applicable to me,Not applicable to me,,7,No,No,0.0,,,7.0,No,No,3.0,31.0,male,United Kingdom,,,United Kingdom,,,,,"dont know, no"
597,0,More than 1000,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,I don't know,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,8.0,7.0,,,,,,,,,1,1.0,Some did,N/A (was not aware),I don't know,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,8.0,5.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,,10,Maybe,No,1.0,0.0,,7.0,"Yes, I experienced",Maybe/Not sure,3.0,32.0,male,United States of America,Virginia,White,United States of America,Virginia,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder","discussed my anxiety and medication and how it had effects on my performance on occasion, mixed some think it doesn't exist but many were very open and accepting, discuss options in healthcare plans, more discussion about services, offer free counseling services."
598,0,6-25,1.0,1.0,Yes,Yes,No,No,I don't know,Very easy,Physical health,Yes,1.0,No,0.0,0.0,0.0,0.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,9.0,3.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,,8,Maybe,No,0.0,,,4.0,No,No,1.0,34.0,Male,United States of America,Minnesota,White,United States of America,Minnesota,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc), Substance Use Disorder","I was hospitalized for depression and had to take time off of work. My employer was empathetic and asked if there was anything he or the company could do to help my recovery., I think that there is a lot of drinking in the tech sector, which leads me to believe that there is a lot of undiagnosed mental health problems. Many tech companies encourage alcohol consumption by hosting happy hours or having alcohol available for employees on site. This makes it hard for people who have problems with alcohol to either abstain from alcohol, or speak openly about their struggles with it. Additionally, the normalization of excess alcohol consumption can lead to mental health problems themselves (e.g. Depression and anxiety). "
599,1,,,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,1,0.0,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",1.0,1.0,7.0,5.0,Possibly,,Yes,1,Yes,Sometimes,Often,Maybe,3,No,No,0.0,,,4.0,"Yes, I observed",No,1.0,49.0,m,United States of America,Arizona,White,United States of America,Arizona,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",,"I think that most of the conversations were couched in 'hypothetical' and the responses made me hesitant to reveal more personal issues, mostly depression based and I attempted to steer them toward resources provided with our insurance, they were reluctant since the stigma was fairly high and the anonymity was unclear, person was not given any support by peers and left profession, being more open about privacy and clear about policy, no"
600,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any","No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,51-75%,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,5.0,Possibly,,Possibly,0,I don't know,Not applicable to me,Not applicable to me,,1,No,No,0.0,,,2.0,Maybe/Not sure,Maybe/Not sure,2.0,37.0,m,Canada,,,Canada,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,
601,0,500-1000,1.0,1.0,Yes,Yes,No,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,6.0,6.0,,,,,,,,,1,1.0,Some did,I was aware of some,I don't know,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,2.0,2.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,10,No,No,0.0,,,7.0,No,Maybe/Not sure,3.0,35.0,cis-Female,United States of America,Arizona,White,United States of America,Arizona,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder, Substance Use Disorder","I've had a couple occasions where I've had to bail for the day due to epic panic attacks, told my boss, and been told ""ok, feel better"".  I've felt comfortable casually making comments like ""there is not enough ativan in the world right now""., Much the same as those with my boss - I am as 100% comfortable stating facts about these things as I am my epilespy or anything else., I've had 2 coworkers privately acknowledge their depression and how it was affecting them on some given day, and their need for supports.  Many #hugops are given when that happens., Very similar to the ones I've had at my current employer.  I'm sorry I just don't recall specifics or verbatim for any of these., Again, quite similar but I don't recall specifics like that.  ""Alice and Bob have both talked about X with me at some point"" is more how I would remember something like that rather than a transcription., It varies wildly by company.  I've had really good experiences, but I know at least one friend who works in a different part of the industry who has struggled.  Like anything, it depends on the business and specific managers."
602,0,100-500,1.0,1.0,Not eligible for coverage / NA,,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Yes,1.0,1.0,7.0,6.0,,,,,,,,,1,0.0,Some did,"Yes, I was aware of all of them",None did,Some did,Sometimes,Physical health,Some of my previous supervisors,1.0,"No, at none of my previous employers",0.0,0.0,6.0,4.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,,9,No,No,1.0,1.0,1.0,8.0,"Yes, I experienced","Yes, I observed",3.0,33.0,Nonbinary,Switzerland,,,Switzerland,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","I told some close coworkers about mental health problems I have, as part of conversations supporting another coworker who has similar issues. The coworkers I discussed this with were all very understanding. , One of my coworkers has ongoing problems with anxiety and depression. It causes problems with her being able to come to work regularly and we have had several conversations trying to find ways to support her as well as let the team keep working together successfully. It’s a difficult situation with no obvious answers but we are all working together in good faith to get through it., It was a huge mistake to ever mention my mental health with my supervisors. (This was as a graduate student in materials science.) I was immediately treated differently and with suspicion, subjected to unfair treatment intended to ‘help’ me that made matters much worse, was pressured into letting my supervisors contact my therapist and psychiatrist and ask questions about me, and then fired after my supervisors totally misinterpreted the answers they received. Even the HR department at the university was surprised by how badly they handled it., I described this in a previous response., Allow more flexible working hours. Stop focusing on working too much overtime as a proxy for productivity. Treat mental health issues as physical health issues (and handle both better!)., After my experience at my previous job, there’s no way I would discuss my mental health issues with HR or management at a job unless it was completely unavoidable. I have started being more open about it with colleagues because I think it’s helpful for others with mental health issues to see that they are not alone, so we can mutually support each other, but it still scares me a bit."
603,0,26-100,1.0,1.0,No,No,Yes,No,Yes,Neither easy nor difficult,Physical health,No,1.0,Yes,0.0,1.0,7.0,9.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,7.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,No,0.0,,,8.0,No,No,3.0,32.0,Male,India,,,India,,,,,"I have had a conversation stone my previous burnout and issues related to my confidence and self esteem with a life coach hired by my employer. They have been very supportive about it., I have discussed issues when people had to take extended leaves or even quit (and later rejoin). "
604,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,0.0,0.0,6.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,5.0,5.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,2,No,No,0.0,,,6.0,Maybe/Not sure,Maybe/Not sure,2.0,31.0,Male,United States of America,Nevada,White,United States of America,Nevada,,,,
605,0,More than 1000,0.0,1.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,Physical health,No,0.0,No,0.0,1.0,7.0,4.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,0.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Yes,6,Maybe,No,0.0,,,3.0,"Yes, I observed",Maybe/Not sure,2.0,33.0,Male,United States of America,Washington,White,United States of America,Washington,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","Mostly stigma based conversations., A co-workers contract was not renewed., More open communication about the issue."
606,0,More than 1000,1.0,1.0,Yes,Yes,No,No,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,3.0,0.0,,,,,,,,,0,,,,,,,,,,,,,,,Yes,Yes,Don't Know,1,Yes,Sometimes,Sometimes,,8,No,No,0.0,,,1.0,Maybe/Not sure,Maybe/Not sure,1.0,40.0,Female,United States of America,Illinois,White,United States of America,Illinois,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder",
607,0,500-1000,1.0,1.0,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,0.0,Yes,0.0,1.0,7.0,7.0,,,,,,,,,1,1.0,"Yes, they all did",I was aware of some,Some did,Some did,Sometimes,Physical health,"Yes, all of my previous supervisors",0.0,Some of my previous employers,0.0,1.0,6.0,6.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0.0,,,7.0,No,"Yes, I observed",4.0,40.0,male,United States of America,Michigan,White,United States of America,Michigan,,,,"""I have OCD"" ""I have depression"", Their descriptions of their own disorders, Avoid a culture of relentless pressure"
608,1,,,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,26-50%,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,"Yes, they all did",I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,9.0,4.0,No,,No,0,No,Not applicable to me,Not applicable to me,Maybe,5,Yes,No,0.0,,,4.0,"Yes, I observed",No,2.0,56.0,Male,United States of America,Oregon,White,United States of America,Oregon,,,,"Discussion about how the person might not be able to handle the load or stress due to perceptions of their condition , Show examples or successful people who have been open and not stigmatized "
609,0,26-100,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,5.0,5.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,1.0,7.0,3.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,9,No,No,0.0,,,8.0,"Yes, I experienced","Yes, I experienced",3.0,28.0,Nonbinary,United States of America,Illinois,White,United States of America,Illinois,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Eating Disorder (Anorexia, Bulimia, etc)",
610,0,1-5,0.0,1.0,I don't know,No,No,No,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,6.0,3.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,1.0,5.0,2.0,No,,No,0,I don't know,Not applicable to me,Not applicable to me,No,2,Maybe,No,0.0,,,5.0,"Yes, I observed",Maybe/Not sure,3.0,25.0,Male ,United States of America,Virginia,White,United States of America,Virginia,,,,"He was missing work. I asked him what was going on and off I could help. I wasn't sure how to help, Gossip and eventual firing of the employee, Awareness. Especially in small shops or startups. "
611,0,6-25,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,7.0,7.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,1.0,7.0,7.0,Yes,Yes,Yes,1,Yes,Never,Rarely,No,9,Yes,Yes,1.0,0.0,,5.0,No,"Yes, I experienced",4.0,48.0,Male,United States of America,Michigan,White,United States of America,Michigan,,,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","I've spoken about past issues and that i see a therapist ongoing, They know i see a therapist regularly, That i was struggling. He recommended resources that helped, That i was struggling and sought help , They were struggling, Talk more! But respect privacy too , I had a serious psychotic episode when i was 19. I go to therapy largely for prevention"
612,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,Maybe,1.0,Maybe,1.0,1.0,7.0,5.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,5.0,6.0,Yes,Yes,Yes,1,Yes,Rarely,Often,Yes,10,No,No,0.0,,,5.0,Maybe/Not sure,"Yes, I observed",2.0,43.0,cis female,United States of America,Oregon,White,United States of America,Oregon,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder","I've offhandedly mentioned having anxiety and they generally say ""I would have never guessed, you do so well"" and that ends the conversation., Generally we all agree that depression happens and compare medications that did or did not work. Some coworkers are uncomfortable with anti-anxiety medication, others envious., Often it is depression or anxiety and I try to be understanding, supportive and/or share my own experiences. , See above. It's pretty generically the response. Of course I tend to downplay, say ""anxiety"" and not PTSD. , For the most part people are very supportive and kind. Some becoming overly problem-solvey. Others try to treat one overly gentle rather than normal with accomodation., Generally it plays out the same. Divulge->support->accept->advise. When discussing others it's only if the person is batshit crazy and we're trying to figure out how to keep the team limping along., Accept that we're all actually humans and that's ok. Don't frame negative behavior (alcoholism, antisocial, work obsessed) as positive., I'm not sure the scope of the project but people's feelings around medication for mental health disorders is interesting. Also, I answered some of the current employer as generic employer (all) because even though it said current at first as each question appeared and the others disappeared the ""current"" aspect got lost."
613,0,26-100,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,7.0,7.0,,,,,,,,,1,1.0,Some did,N/A (was not aware),Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,1.0,10.0,8.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,5,Maybe,No,0.0,,,4.0,No,Maybe/Not sure,1.0,29.0,Male,United States of America,Texas,White,United States of America,New York,,,,"Coworker described their OCD/behavioral tendencies, Become more acceptable of it, such as explicitly allowing sick time for mental issues besides physical"
614,0,More than 1000,0.0,1.0,Not eligible for coverage / NA,,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,1.0,Yes,0.0,0.0,10.0,7.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",Some did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,0.0,0.0,5.0,5.0,Yes,Yes,Yes,1,I don't know,Rarely,Sometimes,No,9,Yes,Maybe,1.0,0.0,,10.0,Maybe/Not sure,"Yes, I experienced",3.0,36.0,nonbinary,United States of America,Oregon,White,United States of America,Oregon,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Eating Disorder (Anorexia, Bulimia, etc), Post-traumatic Stress Disorder","I gave a talk (to a tech audience) about anxiety recently, and in an after-work conversation with the Sr director of my org, I brought it up. He was curious about the content of my talk, so I summarized it. We had a nice neutral conversation about techniques for relieving anxiety and promoting mindfulness., I was under treatment for PTSD last year (at previous employer), and I told my manager and team leads and HR that I was vulnerable and needed to put some measures in place to ensure my safety (my abusers knew where I worked and I was afraid they might come after me). My colleagues were very understanding and supportive of my safety and recovery., Encourage conversations in the workplace about supporting ourselves and each other through challenging times. I think everyone experiences reactions to stress, pressure, grief, and troubling life events. If we have an open and friendly policy about staying home from work with a fever/illness, we should also be open and supporting about caring for mental health in similar ways."
615,0,100-500,1.0,1.0,Yes,Yes,No,I don't know,Yes,Very easy,Physical health,Maybe,1.0,Maybe,1.0,0.0,9.0,4.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",0.0,1.0,0.0,0.0,Yes,Yes,Yes,1,Yes,Often,Often,No,10,Yes,No,0.0,,,5.0,Maybe/Not sure,"Yes, I experienced",4.0,34.0,Male,United States of America,California,White,United States of America,California,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Attention Deficit Hyperactivity Disorder","Asked to be demoted to an individual contributor from a management position due to stress causing panic attacks. , Talking about depression at a social gathering. , Discussed depression symptoms brought on by his divorce. , Eliminate use of the phrase “burnout” and discuss symptoms. "
616,0,26-100,1.0,0.0,Not eligible for coverage / NA,Yes,No,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,1.0,8.0,7.0,,,,,,,,,1,0.0,Some did,I was aware of some,Some did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",1.0,0.0,5.0,5.0,Possibly,,Possibly,1,I don't know,Sometimes,Often,Yes,8,No,No,0.0,,,5.0,Maybe/Not sure,Maybe/Not sure,2.0,31.0,female,United States of America,New York,White,United States of America,New York,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",,"A coworker told me that he took medication for depression. , I told my colleagues that I had painful bouts of anxiety coupled with depression., I think it's still not talked about in a way that's supportive. Work culture needs to be more flexible to allow for things like appointments or just general flexible work time. "
617,0,More than 1000,1.0,1.0,Yes,No,I don't know,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,Yes,0.0,0.0,7.0,7.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",Some did,None did,"Yes, always",Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",0.0,0.0,8.0,6.0,No,,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,No,0.0,,,4.0,No,No,3.0,33.0,Male ,United Kingdom,,,United Kingdom,,,,,Reassure people that there won't be negative consequences to talking about a mental health issue. Educate employees about how to handle colleagues' mental health issues sensitively
618,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,No,0.0,No,0.0,0.0,6.0,6.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,3.0,3.0,Don't Know,,Yes,1,I don't know,Not applicable to me,Sometimes,,1,No,No,0.0,,,2.0,No,No,3.0,49.0,Male,United States of America,Illinois,White,United States of America,Illinois,,,,
619,1,,,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Yes,26-50%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,1.0,4.0,0.0,Possibly,,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,6,Maybe,No,0.0,,,7.0,"Yes, I observed",No,2.0,38.0,Male,United Kingdom,,,United Kingdom,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Suicidal",,"They revealed the cause of their prolonged absence, which was due to a mental disorder and how the employer had not been helpful or supportive, Coworker revealed he was bipolar but was not treated with real compassion or understanding. In fact he was reprimanded and his salary was docked. Resulting in him walking out., Be a lot more explicit on their processes and procedures. Be pro-active voices in the industry for good mental health support and help remove stigma, No"
620,0,6-25,1.0,1.0,No,No,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,No,0.0,0.0,7.0,7.0,,,,,,,,,0,,,,,,,,,,,,,,,No,,No,0,No,Not applicable to me,Not applicable to me,,3,Yes,No,0.0,,,3.0,"Yes, I experienced","Yes, I experienced",4.0,30.0,Female,Australia,,,Australia,,,,,
621,1,,,,,,,,,,,,,,,,,,1.0,I know some,"No, because it would impact me negatively",,"Sometimes, if it comes up",No change,Yes,76-100%,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,Some of my previous employers,0.0,0.0,6.0,0.0,Yes,No,,1,Yes,Not applicable to me,Often,,6,Maybe,Maybe,0.0,,,5.0,Maybe/Not sure,No,1.0,36.0,Male,United Kingdom,,,United Kingdom,,,,,"Change culture of extremes, seek balance, flexibility"
622,0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,No,0.0,Maybe,0.0,0.0,5.0,5.0,,,,,,,,,1,0.0,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,Some of my previous employers,0.0,0.0,5.0,5.0,Yes,Yes,Don't Know,1,Yes,Sometimes,Often,,10,No,No,0.0,,,6.0,Maybe/Not sure,No,1.0,32.0,woman,United States of America,Minnesota,White,United States of America,Minnesota,,,"Mood Disorder (Depression, Bipolar Disorder, etc)","\- too much focus on individualism which leads to isolation
- include mental health issues in the reasons why someone might take a sick day/PTO
- acknowledge the broader social context and how it affects people; e.g. #metoo has had a big effect on a lot of women - both empowering but also re-traumatizing"
